Key Id,Tournament Id,tournament Name,Match Id,Match Name,Stage Name,Group Name,Group Stage,Knockout Stage,Replayed,Replay,Match Date,Match Time,Stadium Id,Stadium Name,City Name,Country Name,Home Team Id,Home Team Name,Home Team Code,Away Team Id,Away Team Name,Away Team Code,Score,Home Team Score,Away Team Score,Home Team Score Margin,Away Team Score Margin,Extra Time,Penalty Shootout,Score Penalties,Home Team Score Penalties,Away Team Score Penalties,Result,Home Team Win,Away Team Win,Draw,Winner
225,WC-1970,1970 FIFA World Cup,M-1970-25,Brazil v Peru,quarter-finals,not applicable,0,1,0,0,6/14/1970,12:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-54,Peru,PER,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,Brazil
226,WC-1970,1970 FIFA World Cup,M-1970-26,Italy v Mexico,quarter-finals,not applicable,0,1,0,0,6/14/1970,12:00,S-106,La Bombonera,Toluca,Mexico,T-39,Italy,ITA,T-44,Mexico,MEX,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,Brazil
227,WC-1970,1970 FIFA World Cup,M-1970-27,Soviet Union v Uruguay,quarter-finals,not applicable,0,1,0,0,6/14/1970,12:00,S-099,Estadio Azteca,Mexico City,Mexico,T-70,Soviet Union,SUN,T-81,Uruguay,URY,0–1,0,1,-1,1,1,0,0-0,0,0,away team win,0,1,0,Brazil
228,WC-1970,1970 FIFA World Cup,M-1970-28,West Germany v England,quarter-finals,not applicable,0,1,0,0,6/14/1970,12:00,S-098,Estadio Nou Camp,León,Mexico,T-83,West Germany,DEU,T-27,England,ENG,3–2,3,2,1,-1,1,0,0-0,0,0,home team win,1,0,0,Brazil
229,WC-1970,1970 FIFA World Cup,M-1970-29,Brazil v Uruguay,semi-finals,not applicable,0,1,0,0,6/17/1970,16:00,S-095,Estadio Jalisco,Guadalajara,Mexico,T-09,Brazil,BRA,T-81,Uruguay,URY,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,Brazil
230,WC-1970,1970 FIFA World Cup,M-1970-30,Italy v West Germany,semi-finals,not applicable,0,1,0,0,6/17/1970,16:00,S-099,Estadio Azteca,Mexico City,Mexico,T-39,Italy,ITA,T-83,West Germany,DEU,4–3,4,3,1,-1,1,0,0-0,0,0,home team win,1,0,0,Brazil
231,WC-1970,1970 FIFA World Cup,M-1970-31,West Germany v Uruguay,third-place match,not applicable,0,1,0,0,6/20/1970,16:00,S-099,Estadio Azteca,Mexico City,Mexico,T-83,West Germany,DEU,T-81,Uruguay,URY,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Brazil
232,WC-1970,1970 FIFA World Cup,M-1970-32,Brazil v Italy,final,not applicable,0,1,0,0,6/21/1970,12:00,S-099,Estadio Azteca,Mexico City,Mexico,T-09,Brazil,BRA,T-39,Italy,ITA,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,Brazil
233,WC-1974,1974 FIFA World Cup,M-1974-01,Brazil v Yugoslavia,group stage,Group 2,1,0,0,0,6/13/1974,17:00,S-057,Waldstadion,Frankfurt,Germany,T-09,Brazil,BRA,T-84,Yugoslavia,YUG,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
234,WC-1974,1974 FIFA World Cup,M-1974-02,West Germany v Chile,group stage,Group 1,1,0,0,0,6/14/1974,16:00,S-053,Olympiastadion,Berlin,Germany,T-83,West Germany,DEU,T-13,Chile,CHL,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Germany
235,WC-1974,1974 FIFA World Cup,M-1974-03,East Germany v Australia,group stage,Group 1,1,0,0,0,6/14/1974,19:30,S-060,Volksparkstadion,Hamburg,Germany,T-23,East Germany,DDR,T-04,Australia,AUS,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,Germany
236,WC-1974,1974 FIFA World Cup,M-1974-04,Zaire v Scotland,group stage,Group 2,1,0,0,0,6/14/1974,19:30,S-055,Westfalenstadion,Dortmund,Germany,T-85,Zaire,COD,T-62,Scotland,SCO,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,Germany
237,WC-1974,1974 FIFA World Cup,M-1974-05,Sweden v Bulgaria,group stage,Group 3,1,0,0,0,6/15/1974,16:00,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-10,Bulgaria,BGR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
238,WC-1974,1974 FIFA World Cup,M-1974-06,Uruguay v Netherlands,group stage,Group 3,1,0,0,0,6/15/1974,16:00,S-061,Niedersachsenstadion,Hanover,Germany,T-81,Uruguay,URY,T-46,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,Germany
239,WC-1974,1974 FIFA World Cup,M-1974-07,Italy v Haiti,group stage,Group 4,1,0,0,0,6/15/1974,18:00,S-065,Olympiastadion,Munich,Germany,T-39,Italy,ITA,T-32,Haiti,HTI,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,Germany
240,WC-1974,1974 FIFA World Cup,M-1974-08,Poland v Argentina,group stage,Group 4,1,0,0,0,6/15/1974,18:00,S-067,Neckarstadion,Stuttgart,Germany,T-55,Poland,POL,T-03,Argentina,ARG,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,Germany
241,WC-1974,1974 FIFA World Cup,M-1974-09,Australia v West Germany,group stage,Group 1,1,0,0,0,6/18/1974,16:00,S-060,Volksparkstadion,Hamburg,Germany,T-04,Australia,AUS,T-83,West Germany,DEU,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,Germany
242,WC-1974,1974 FIFA World Cup,M-1974-10,Chile v East Germany,group stage,Group 1,1,0,0,0,6/18/1974,19:00,S-053,Olympiastadion,Berlin,Germany,T-13,Chile,CHL,T-23,East Germany,DDR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
243,WC-1974,1974 FIFA World Cup,M-1974-11,Scotland v Brazil,group stage,Group 2,1,0,0,0,6/18/1974,19:30,S-057,Waldstadion,Frankfurt,Germany,T-62,Scotland,SCO,T-09,Brazil,BRA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
244,WC-1974,1974 FIFA World Cup,M-1974-12,Yugoslavia v Zaire,group stage,Group 2,1,0,0,0,6/18/1974,19:30,S-059,Parkstadion,Gelsenkirchen,Germany,T-84,Yugoslavia,YUG,T-85,Zaire,COD,9–0,9,0,9,-9,0,0,0-0,0,0,home team win,1,0,0,Germany
245,WC-1974,1974 FIFA World Cup,M-1974-13,Bulgaria v Uruguay,group stage,Group 3,1,0,0,0,6/19/1974,19:30,S-061,Niedersachsenstadion,Hanover,Germany,T-10,Bulgaria,BGR,T-81,Uruguay,URY,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
246,WC-1974,1974 FIFA World Cup,M-1974-14,Netherlands v Sweden,group stage,Group 3,1,0,0,0,6/19/1974,19:30,S-055,Westfalenstadion,Dortmund,Germany,T-46,Netherlands,NLD,T-72,Sweden,SWE,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
247,WC-1974,1974 FIFA World Cup,M-1974-15,Argentina v Italy,group stage,Group 4,1,0,0,0,6/19/1974,19:30,S-067,Neckarstadion,Stuttgart,Germany,T-03,Argentina,ARG,T-39,Italy,ITA,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
248,WC-1974,1974 FIFA World Cup,M-1974-16,Haiti v Poland,group stage,Group 4,1,0,0,0,6/19/1974,19:30,S-065,Olympiastadion,Munich,Germany,T-32,Haiti,HTI,T-55,Poland,POL,0–7,0,7,-7,7,0,0,0-0,0,0,away team win,0,1,0,Germany
249,WC-1974,1974 FIFA World Cup,M-1974-17,Australia v Chile,group stage,Group 1,1,0,0,0,6/22/1974,16:00,S-053,Olympiastadion,Berlin,Germany,T-04,Australia,AUS,T-13,Chile,CHL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
250,WC-1974,1974 FIFA World Cup,M-1974-18,Scotland v Yugoslavia,group stage,Group 2,1,0,0,0,6/22/1974,16:00,S-057,Waldstadion,Frankfurt,Germany,T-62,Scotland,SCO,T-84,Yugoslavia,YUG,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
251,WC-1974,1974 FIFA World Cup,M-1974-19,Zaire v Brazil,group stage,Group 2,1,0,0,0,6/22/1974,16:00,S-059,Parkstadion,Gelsenkirchen,Germany,T-85,Zaire,COD,T-09,Brazil,BRA,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,Germany
252,WC-1974,1974 FIFA World Cup,M-1974-20,East Germany v West Germany,group stage,Group 1,1,0,0,0,6/22/1974,19:30,S-060,Volksparkstadion,Hamburg,Germany,T-23,East Germany,DDR,T-83,West Germany,DEU,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Germany
253,WC-1974,1974 FIFA World Cup,M-1974-21,Bulgaria v Netherlands,group stage,Group 3,1,0,0,0,6/23/1974,16:00,S-055,Westfalenstadion,Dortmund,Germany,T-10,Bulgaria,BGR,T-46,Netherlands,NLD,1–4,1,4,-3,3,0,0,0-0,0,0,away team win,0,1,0,Germany
254,WC-1974,1974 FIFA World Cup,M-1974-22,Sweden v Uruguay,group stage,Group 3,1,0,0,0,6/23/1974,16:00,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-81,Uruguay,URY,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,Germany
255,WC-1974,1974 FIFA World Cup,M-1974-23,Argentina v Haiti,group stage,Group 4,1,0,0,0,6/23/1974,16:00,S-065,Olympiastadion,Munich,Germany,T-03,Argentina,ARG,T-32,Haiti,HTI,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,Germany
256,WC-1974,1974 FIFA World Cup,M-1974-24,Poland v Italy,group stage,Group 4,1,0,0,0,6/23/1974,16:00,S-067,Neckarstadion,Stuttgart,Germany,T-55,Poland,POL,T-39,Italy,ITA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Germany
257,WC-1974,1974 FIFA World Cup,M-1974-25,Yugoslavia v West Germany,second group stage,Group B,1,0,0,0,6/26/1974,16:00,S-056,Rheinstadion,Düsseldorf,Germany,T-84,Yugoslavia,YUG,T-83,West Germany,DEU,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,Germany
258,WC-1974,1974 FIFA World Cup,M-1974-26,Brazil v East Germany,second group stage,Group A,1,0,0,0,6/26/1974,19:30,S-061,Niedersachsenstadion,Hanover,Germany,T-09,Brazil,BRA,T-23,East Germany,DDR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Germany
259,WC-1974,1974 FIFA World Cup,M-1974-27,Netherlands v Argentina,second group stage,Group A,1,0,0,0,6/26/1974,19:30,S-059,Parkstadion,Gelsenkirchen,Germany,T-46,Netherlands,NLD,T-03,Argentina,ARG,4–0,4,0,4,-4,0,0,0-0,0,0,home team win,1,0,0,Germany
260,WC-1974,1974 FIFA World Cup,M-1974-28,Sweden v Poland,second group stage,Group B,1,0,0,0,6/26/1974,19:30,S-067,Neckarstadion,Stuttgart,Germany,T-72,Sweden,SWE,T-55,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,Germany
261,WC-1974,1974 FIFA World Cup,M-1974-29,Argentina v Brazil,second group stage,Group A,1,0,0,0,6/30/1974,16:00,S-061,Niedersachsenstadion,Hanover,Germany,T-03,Argentina,ARG,T-09,Brazil,BRA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,Germany
262,WC-1974,1974 FIFA World Cup,M-1974-30,East Germany v Netherlands,second group stage,Group A,1,0,0,0,6/30/1974,16:00,S-059,Parkstadion,Gelsenkirchen,Germany,T-23,East Germany,DDR,T-46,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,Germany
263,WC-1974,1974 FIFA World Cup,M-1974-31,Poland v Yugoslavia,second group stage,Group B,1,0,0,0,6/30/1974,16:00,S-057,Waldstadion,Frankfurt,Germany,T-55,Poland,POL,T-84,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Germany
264,WC-1974,1974 FIFA World Cup,M-1974-32,West Germany v Sweden,second group stage,Group B,1,0,0,0,6/30/1974,19:30,S-056,Rheinstadion,Düsseldorf,Germany,T-83,West Germany,DEU,T-72,Sweden,SWE,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,Germany
265,WC-1974,1974 FIFA World Cup,M-1974-33,Poland v West Germany,second group stage,Group B,1,0,0,0,07/03/1974,16:30,S-057,Waldstadion,Frankfurt,Germany,T-55,Poland,POL,T-83,West Germany,DEU,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,Germany
266,WC-1974,1974 FIFA World Cup,M-1974-34,Argentina v East Germany,second group stage,Group A,1,0,0,0,07/03/1974,19:30,S-059,Parkstadion,Gelsenkirchen,Germany,T-03,Argentina,ARG,T-23,East Germany,DDR,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,Germany
267,WC-1974,1974 FIFA World Cup,M-1974-35,Netherlands v Brazil,second group stage,Group A,1,0,0,0,07/03/1974,19:30,S-055,Westfalenstadion,Dortmund,Germany,T-46,Netherlands,NLD,T-09,Brazil,BRA,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,Germany
268,WC-1974,1974 FIFA World Cup,M-1974-36,Sweden v Yugoslavia,second group stage,Group B,1,0,0,0,07/03/1974,19:30,S-056,Rheinstadion,Düsseldorf,Germany,T-72,Sweden,SWE,T-84,Yugoslavia,YUG,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Germany
269,WC-1974,1974 FIFA World Cup,M-1974-37,Brazil v Poland,third-place match,not applicable,0,1,0,0,07/06/1974,16:00,S-065,Olympiastadion,Munich,Germany,T-09,Brazil,BRA,T-55,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,Germany
270,WC-1974,1974 FIFA World Cup,M-1974-38,Netherlands v West Germany,final,not applicable,0,1,0,0,07/07/1974,16:00,S-065,Olympiastadion,Munich,Germany,T-46,Netherlands,NLD,T-83,West Germany,DEU,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,Germany
271,WC-1978,1978 FIFA World Cup,M-1978-01,West Germany v Poland,group stage,Group 2,1,0,0,0,06/01/1978,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-83,West Germany,DEU,T-55,Poland,POL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
272,WC-1978,1978 FIFA World Cup,M-1978-02,Italy v France,group stage,Group 1,1,0,0,0,06/02/1978,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-39,Italy,ITA,T-28,France,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
273,WC-1978,1978 FIFA World Cup,M-1978-03,Tunisia v Mexico,group stage,Group 2,1,0,0,0,06/02/1978,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-76,Tunisia,TUN,T-44,Mexico,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,Argentina
274,WC-1978,1978 FIFA World Cup,M-1978-04,Argentina v Hungary,group stage,Group 1,1,0,0,0,06/02/1978,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-34,Hungary,HUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
275,WC-1978,1978 FIFA World Cup,M-1978-05,Austria v Spain,group stage,Group 3,1,0,0,0,06/03/1978,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-71,Spain,ESP,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
276,WC-1978,1978 FIFA World Cup,M-1978-06,Brazil v Sweden,group stage,Group 3,1,0,0,0,06/03/1978,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-72,Sweden,SWE,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
277,WC-1978,1978 FIFA World Cup,M-1978-07,Netherlands v Iran,group stage,Group 4,1,0,0,0,06/03/1978,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-46,Netherlands,NLD,T-36,Iran,IRN,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,Argentina
278,WC-1978,1978 FIFA World Cup,M-1978-08,Peru v Scotland,group stage,Group 4,1,0,0,0,06/03/1978,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-54,Peru,PER,T-62,Scotland,SCO,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,Argentina
279,WC-1978,1978 FIFA World Cup,M-1978-09,Italy v Hungary,group stage,Group 1,1,0,0,0,06/06/1978,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-39,Italy,ITA,T-34,Hungary,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,Argentina
280,WC-1978,1978 FIFA World Cup,M-1978-10,Poland v Tunisia,group stage,Group 2,1,0,0,0,06/06/1978,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-55,Poland,POL,T-76,Tunisia,TUN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
281,WC-1978,1978 FIFA World Cup,M-1978-11,West Germany v Mexico,group stage,Group 2,1,0,0,0,06/06/1978,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-83,West Germany,DEU,T-44,Mexico,MEX,6–0,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,Argentina
282,WC-1978,1978 FIFA World Cup,M-1978-12,Argentina v France,group stage,Group 1,1,0,0,0,06/06/1978,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-28,France,FRA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
283,WC-1978,1978 FIFA World Cup,M-1978-13,Austria v Sweden,group stage,Group 3,1,0,0,0,06/07/1978,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-05,Austria,AUT,T-72,Sweden,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
284,WC-1978,1978 FIFA World Cup,M-1978-14,Brazil v Spain,group stage,Group 3,1,0,0,0,06/07/1978,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-71,Spain,ESP,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
285,WC-1978,1978 FIFA World Cup,M-1978-15,Netherlands v Peru,group stage,Group 4,1,0,0,0,06/07/1978,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-46,Netherlands,NLD,T-54,Peru,PER,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
286,WC-1978,1978 FIFA World Cup,M-1978-16,Scotland v Iran,group stage,Group 4,1,0,0,0,06/07/1978,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-62,Scotland,SCO,T-36,Iran,IRN,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
287,WC-1978,1978 FIFA World Cup,M-1978-17,France v Hungary,group stage,Group 1,1,0,0,0,06/10/1978,14:30,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-28,France,FRA,T-34,Hungary,HUN,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,Argentina
288,WC-1978,1978 FIFA World Cup,M-1978-18,Poland v Mexico,group stage,Group 2,1,0,0,0,06/10/1978,16:45,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-55,Poland,POL,T-44,Mexico,MEX,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,Argentina
289,WC-1978,1978 FIFA World Cup,M-1978-19,West Germany v Tunisia,group stage,Group 2,1,0,0,0,06/10/1978,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-83,West Germany,DEU,T-76,Tunisia,TUN,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
290,WC-1978,1978 FIFA World Cup,M-1978-20,Argentina v Italy,group stage,Group 1,1,0,0,0,06/10/1978,19:15,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-39,Italy,ITA,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,Argentina
291,WC-1978,1978 FIFA World Cup,M-1978-21,Brazil v Austria,group stage,Group 3,1,0,0,0,06/11/1978,13:45,S-004,Estadio José María Minella,Mar del Plata,Argentina,T-09,Brazil,BRA,T-05,Austria,AUT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
292,WC-1978,1978 FIFA World Cup,M-1978-22,Spain v Sweden,group stage,Group 3,1,0,0,0,06/11/1978,13:45,S-001,Estadio José Amalfitani,Buenos Aires,Argentina,T-71,Spain,ESP,T-72,Sweden,SWE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
293,WC-1978,1978 FIFA World Cup,M-1978-23,Peru v Iran,group stage,Group 4,1,0,0,0,06/11/1978,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-54,Peru,PER,T-36,Iran,IRN,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,Argentina
294,WC-1978,1978 FIFA World Cup,M-1978-24,Scotland v Netherlands,group stage,Group 4,1,0,0,0,06/11/1978,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-62,Scotland,SCO,T-46,Netherlands,NLD,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
295,WC-1978,1978 FIFA World Cup,M-1978-25,Austria v Netherlands,second group stage,Group A,1,0,0,0,6/14/1978,13:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-05,Austria,AUT,T-46,Netherlands,NLD,1–5,1,5,-4,4,0,0,0-0,0,0,away team win,0,1,0,Argentina
296,WC-1978,1978 FIFA World Cup,M-1978-26,Italy v West Germany,second group stage,Group A,1,0,0,0,6/14/1978,13:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-39,Italy,ITA,T-83,West Germany,DEU,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
297,WC-1978,1978 FIFA World Cup,M-1978-27,Brazil v Peru,second group stage,Group B,1,0,0,0,6/14/1978,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-09,Brazil,BRA,T-54,Peru,PER,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,Argentina
298,WC-1978,1978 FIFA World Cup,M-1978-28,Argentina v Poland,second group stage,Group B,1,0,0,0,6/14/1978,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-55,Poland,POL,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,Argentina
299,WC-1978,1978 FIFA World Cup,M-1978-29,Peru v Poland,second group stage,Group B,1,0,0,0,6/18/1978,13:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-54,Peru,PER,T-55,Poland,POL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,Argentina
300,WC-1978,1978 FIFA World Cup,M-1978-30,Italy v Austria,second group stage,Group A,1,0,0,0,6/18/1978,16:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-39,Italy,ITA,T-05,Austria,AUT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
301,WC-1978,1978 FIFA World Cup,M-1978-31,Netherlands v West Germany,second group stage,Group A,1,0,0,0,6/18/1978,16:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-46,Netherlands,NLD,T-83,West Germany,DEU,2–2,2,2,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
302,WC-1978,1978 FIFA World Cup,M-1978-32,Argentina v Brazil,second group stage,Group B,1,0,0,0,6/18/1978,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-09,Brazil,BRA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Argentina
303,WC-1978,1978 FIFA World Cup,M-1978-33,Austria v West Germany,second group stage,Group A,1,0,0,0,6/21/1978,13:45,S-003,Estadio Chateau Carreras,Córdoba,Argentina,T-05,Austria,AUT,T-83,West Germany,DEU,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
304,WC-1978,1978 FIFA World Cup,M-1978-34,Italy v Netherlands,second group stage,Group A,1,0,0,0,6/21/1978,13:45,S-002,Estadio Monumental,Buenos Aires,Argentina,T-39,Italy,ITA,T-46,Netherlands,NLD,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,Argentina
305,WC-1978,1978 FIFA World Cup,M-1978-35,Brazil v Poland,second group stage,Group B,1,0,0,0,6/21/1978,16:45,S-005,Estadio Ciudad de Mendoza,Mendoza,Argentina,T-09,Brazil,BRA,T-55,Poland,POL,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,Argentina
306,WC-1978,1978 FIFA World Cup,M-1978-36,Argentina v Peru,second group stage,Group B,1,0,0,0,6/21/1978,19:15,S-006,Estadio Gigante de Arroyito,Rosario,Argentina,T-03,Argentina,ARG,T-54,Peru,PER,6–0,6,0,6,-6,0,0,0-0,0,0,home team win,1,0,0,Argentina
307,WC-1978,1978 FIFA World Cup,M-1978-37,Brazil v Italy,third-place match,not applicable,0,1,0,0,6/24/1978,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-09,Brazil,BRA,T-39,Italy,ITA,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Argentina
308,WC-1978,1978 FIFA World Cup,M-1978-38,Argentina v Netherlands,final,not applicable,0,1,0,0,6/25/1978,15:00,S-002,Estadio Monumental,Buenos Aires,Argentina,T-03,Argentina,ARG,T-46,Netherlands,NLD,3–1,3,1,2,-2,1,0,0-0,0,0,home team win,1,0,0,Argentina
309,WC-1982,1982 FIFA World Cup,M-1982-01,Argentina v Belgium,group stage,Group 3,1,0,0,0,6/13/1982,20:00,S-149,Camp Nou,Barcelona,Spain,T-03,Argentina,ARG,T-06,Belgium,BEL,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,Italy
310,WC-1982,1982 FIFA World Cup,M-1982-02,Italy v Poland,group stage,Group 1,1,0,0,0,6/14/1982,17:15,S-162,Balaídos,Vigo,Spain,T-39,Italy,ITA,T-55,Poland,POL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Italy
311,WC-1982,1982 FIFA World Cup,M-1982-03,Brazil v Soviet Union,group stage,Group 6,1,0,0,0,6/14/1982,21:00,S-159,Estadio Ramón Sánchez Pizjuán,Seville,Spain,T-09,Brazil,BRA,T-70,Soviet Union,SUN,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,Italy
312,WC-1982,1982 FIFA World Cup,M-1982-04,Peru v Cameroon,group stage,Group 1,1,0,0,0,6/15/1982,17:15,S-147,Estadio Riazor,A Coruña,Spain,T-54,Peru,PER,T-11,Cameroon,CMR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,Italy
